AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
cat,Bengal,18.0,4.1,Parasite history,Sneezing,Weight loss,Lack of pigmentation,Fever,Sneezing
cat,Bengal,3.6,6.9,Dental issues,Coughing,Blood stool,Weight loss,Diarrhea,Anemia
Dog,Labrador Retriever,15.0,35.1,Parasite history,Weakness,Pain,Animal become lame,Anorexia,Coughing
Dog,Boxer,6.6,24.7,Previous kidney disease,Anorexia,Weakness,Weight loss,Fever,Sneezing
cat,Ragdoll,5.3,6.1,Skin conditions history,Fever,Diarrhea,Pot belly,Death,Loss of appettite
Dog,Rottweiler,2.0,42.5,Recent surgery,Lethargy,Weakness,Coughing,Fluffed Feather,Coughing
cat,Mixed Breed,17.5,3.6,Allergies,Gas or bloating,Dehydration,Vomiting,Diarrhea,Passing of undigested food
cat,Persian,9.4,4.9,Recent surgery,Dyspnea,Sneezing,Coughing,Difficulty in breathing,Infection
Dog,Beagle,9.7,22.0,Previous heart condition,Tear production,Fever,dizziness and fainting,Fever,Sneezing
Dog,Bulldog,7.1,23.7,Chronic illness,Lethargy,Vomiting,Diarrhea,Coughing,Lethargy
cat,Scottish Fold,1.5,7.7,Vaccinated,Eyeproblem,Fever,Iris prolapse,Sneezing,Weight loss
Dog,Yorkshire Terrier,2.2,7.2,Chronic illness,Fever,Distress,Trembling,Staggering,Convulsion
Dog,Beagle,3.5,28.0,Chronic illness,Sneezing,Anorexia,Sneezing,Blood in faces,Sneezing
Dog,Poodle,3.0,5.1,Not vaccinated,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death
cat,Mixed Breed,6.7,5.5,Recent surgery,Fever,Diarrhea,Decreased appetite,Vomiting,Bloody
Dog,Labrador Retriever,9.6,31.0,Parasite history,loss in weight,emaciation,loss of appetite,Weakness,diarrhoea
Dog,Poodle,8.0,4.5,No previous conditions,Coughing,Weakness,Ulcer,Weight loss,Diarrhea
Dog,Mixed Breed,0.5,21.9,Parasite history,Diarrhea,Lethargy,Weakness,Fever,Pain
Dog,Rottweiler,9.0,32.7,Recent surgery,Fever,Depression,Small intestines,Death,Flock Moratality
Dog,Bulldog,4.6,27.8,Parasite history,Lethargy,Vomiting,Sneezing,Fever,Sneezing
Dog,German Shepherd,1.0,45.0,Allergies,Muscus,Weight loss,Diarrhea,Fever,Death
cat,Scottish Fold,15.5,5.9,No previous conditions,Nervous Issue,Weight loss,Watery Eyes,Eye closed,Sneezing
Dog,Beagle,4.8,22.4,Skin conditions history,Sneezing,Terminal convulsion,Weakness,Pharyngitis,Vomiting
cat,Mixed Breed,8.0,4.0,No previous conditions,Weight loss,Anorexia,Coughing,Coughing,Anorexia
Dog,Golden Retriever,8.6,25.0,Previous heart condition,Weight loss,Coughing,Coughing,Sneezing,Weight loss
cat,Maine Coon,6.2,5.8,Skin conditions history,Fever,Diarrhea,Vomiting,Salivation,Decrease appetite
cat,Sphynx,4.1,6.7,Recent surgery,Fever,Reduce growth,Edema in lower jaw,Weight loss,Anemia
Dog,Beagle,2.4,32.1,Recent surgery,fever,loss of appetite,swollen teats,lameness in affected leg,depression
cat,Ragdoll,13.1,7.3,Allergies,Redness of white of the eye,Sneezing,Weight loss,Diarrhea,Vitamin and minerals defiency
cat,Maine Coon,13.6,6.5,Chronic illness,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge
cat,Persian,6.7,4.2,Skin conditions history,Dizzines,Anemia,Vomiting,Head ache,Nausea
Dog,Mixed Breed,3.5,13.5,Recent surgery,Pain,congestion,Pain,Pain,Lethargy
cat,British Shorthair,10.7,5.4,Vaccinated,Weight loss,Anorexia,Liver disease,Sneezing,Pain
Dog,Poodle,4.2,8.5,Not vaccinated,Loss od appetite,Wheezing,Seizuers,Skin rashes,Fatique
cat,Ragdoll,6.7,5.2,Previous heart condition,weight loss,dull ness,inappetence,self-isolation,recumbency
cat,Maine Coon,7.9,7.4,Previous kidney disease,Sharp Feather,Vomiting,Pain,Coughing,Weakness
cat,Bengal,0.6,4.5,Chronic illness,Heavy infection,Diarrhea,Vitamin and minerals defiency,Weight loss,Pain
Dog,Golden Retriever,11.2,40.9,Dental issues,Anorexia,Lethargy,Anorexia,Anorexia,Weakness
Dog,Golden Retriever,9.4,31.8,Previous kidney disease,Tail_Bobbing,Anorexia,Coughing,Coughing,Diarrhea
Dog,Mixed Breed,4.7,11.5,Allergies,Weakness,Hyper sensitivity,loss of appetite,Nervousness,Excitability
cat,Ragdoll,14.0,7.5,Chronic illness,Fever,Decreased growth of bone,Pain,Coughing,Sneezing
Dog,Poodle,11.5,5.8,Chronic illness,Weakness,Anorexia,Discharge from ear,Pain,Pain
cat,Sphynx,0.5,6.7,Allergies,Weight loss,unable to urinate,Swallowing,Diarrhea,Sneezing
cat,Mixed Breed,8.6,7.5,Allergies,Coughing,Coughing,Trembling,Weight loss,Vomiting
cat,Sphynx,6.6,4.3,Skin conditions history,Coughing,Weakness,Balance problem,Weight loss,Fever
cat,Sphynx,1.3,2.6,Chronic illness,Drooping wings,Depression,Nasal Discharge,Coughing,Greenish diarrhea
cat,Bengal,6.3,4.7,Recent surgery,Coughing,Weakness,Skin may thicken,Vomiting,Rub
cat,Siamese,4.9,6.0,Previous kidney disease,Sneezing,Stiff,Pain,Anorexia,Sneezing
Dog,German Shepherd,10.8,42.4,Vaccinated,Nasal Discharge,Swelling on leg,Broken Bones,Nasal Discharge,Painfull
Dog,Poodle,7.2,4.3,Chronic illness,Lethargy,Lethargy,Weakness,Weakness,Stumbling
Dog,Yorkshire Terrier,10.6,5.6,Previous kidney disease,Coughing,Sneezing,Weight loss,Fever,Weight loss
cat,Mixed Breed,10.4,4.8,Recent surgery,Fever,Dyspnea,Weightloss,Coughing,Lethargy
cat,Scottish Fold,15.2,3.2,No previous conditions,Pain,Anorexia,Coughing,Lethargy,Eye movements
Dog,Bulldog,3.9,20.2,Chronic illness,Vomiting,Diarrhea,Nausea,Fever,Stomach cramps
Dog,Rottweiler,4.1,43.3,Previous heart condition,Weakness,Vomiting,Lethargy,Anorexia,Diarrhea
Dog,Golden Retriever,3.4,38.3,Not vaccinated,Fever,Anorexia,Diarrhea,Dizziness,Skin Lesion
Dog,Rottweiler,5.7,41.1,Chronic illness,Vomiting,Vomiting,Pox lession on skin,Fatique,Weight loss
Dog,Yorkshire Terrier,2.9,8.6,Recent surgery,Diarrhea,Pain,Sneezing,Weight loss,Weight loss
Dog,Rottweiler,2.1,43.5,No previous conditions,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath
Dog,Poodle,8.1,6.9,Recent surgery,Weight loss,Weight loss,Weakness,Anorexia,Swelling on leg
Dog,Boxer,12.1,27.4,Not vaccinated,experiencing changes in weight, pain and bloating,burning ache or pain,vomiting,loss of appetite
cat,Ragdoll,10.3,8.2,Dental issues,Pain,Vomiting,Pain,Lethargy,Pain
cat,Persian,11.0,8.0,Skin conditions history,Lethargy,Short stature,Groosly enlarged,Weight loss,Coughing
Dog,Rottweiler,5.7,40.8,Chronic illness,Weight loss,Vomiting,Vomiting,Diarrhea,Weight loss
cat,Ragdoll,15.9,9.0,No previous conditions,Edema,diarrhea,Nasal Discharge,Decresed egg production,Sneezing
Dog,German Shepherd,11.2,35.9,Dental issues,Swelling on leg,Painfull,Nasal Discharge,Broken Bones,Nasal Discharge
cat,Maine Coon,9.5,7.0,Previous heart condition,Anorexia,Weight loss,Vomiting,Diarrhea,Diarrhea
cat,Ragdoll,7.1,9.7,No previous conditions,wasting,stumbling,listlessness,drooling,urination problem
cat,Sphynx,17.2,3.1,Previous kidney disease,Pale comb,Swolling of joint,Lame,Eye closed,Death
cat,Persian,8.7,3.5,Previous kidney disease,Sneezing,Reduce Reproductive potential,Pain,Coughing,Diarrhea
cat,Mixed Breed,2.5,2.5,Not vaccinated,Swollen,Warm,Constipation,Depression,Bloody
cat,Maine Coon,12.6,5.9,No previous conditions,Fever,Swollen left abdomen,Join pains,Fever,Weight loss
cat,Maine Coon,16.2,4.6,Chronic illness,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness
Dog,Poodle,7.2,7.0,Dental issues,Weakness,Head ache,Anorexia,Lethargy,Papules appear on teats anad udder
Dog,German Shepherd,12.1,45.0,Allergies,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness
Dog,German Shepherd,1.5,29.4,Not vaccinated,Fever,Diarrhea,Vomiting,Blood from mouth,Shock
cat,Bengal,10.4,6.1,Dental issues,Coughing,Coughing,Vomiting,Fever,Weakness
cat,Bengal,1.7,3.5,Vaccinated,Facial Swelling,Anorexia,Diarrhea,Lacrimation,Nasal Discharge
cat,Sphynx,12.8,3.8,Previous kidney disease,anorexia,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning
cat,Ragdoll,11.6,5.5,Previous heart condition,Wheezing,Rapid Breathing,Coughing,Swallowing,Effort to breath
cat,Sphynx,1.4,8.0,Recent surgery,Weight loss,Pain,outstretched neck,Weakness,Sneezing
cat,Maine Coon,6.2,5.0,Not vaccinated,high body temperaure,Coughing,Anorexia,hot udder,Weight loss
Dog,Yorkshire Terrier,12.9,4.9,Previous kidney disease,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies
Dog,Mixed Breed,3.5,25.8,Previous kidney disease,Difficulty in breathing,Fever,Coughing,Sneezing,Lethargy
Dog,Beagle,8.2,21.8,Vaccinated,Depression,Weight Loss,Fever,Scratches,Diarrhea
cat,Mixed Breed,13.3,3.8,Dental issues,Fever,Rhinorrhea,Coughing,Sneezing,Dehydration
Dog,Golden Retriever,10.2,32.5,Previous kidney disease,Coughing,Vomiting,Sneezing,Coughing,Anorexia
cat,Ragdoll,3.0,8.4,Previous kidney disease,Nausea,Loss of appetite,Distended stomach,Firm,Vomiting
Dog,Rottweiler,5.8,27.3,Not vaccinated,Fatique,Sweat,Head ache,Fever,Chills
cat,Maine Coon,6.0,5.2,Recent surgery,Fever,Depression,Lying down,Weak Pulse,Colic
cat,Ragdoll,15.9,7.5,Parasite history,Folded Ears,Lethargy,Coughing,Coughing,Weakness
cat,Ragdoll,6.7,8.6,Previous kidney disease,Blood Clots,Diarrhea,Bloody discharge,Colic,Foul Smelling
Dog,Golden Retriever,6.7,34.7,Chronic illness,Swollen Abdomen,Diarrhea,Watery Eyes,Weight loss,Weakness
cat,Maine Coon,10.2,7.2,Not vaccinated,Pain,Vomiting,Diarrhea,Diarrhea,Coughing
cat,British Shorthair,0.5,5.0,Parasite history,Wool is clumped,Sneezing,Diarrhea,Lethargy,Anorexia
Dog,Beagle,8.2,25.2,Allergies,Sneezing,Pain,Diarrhea,Weakness,Anorexia
cat,Mixed Breed,15.7,5.0,Dental issues,Head tilt,Circling,Muscles ache,Blindness,Seizures
cat,Sphynx,11.4,5.5,Parasite history,Vomiting,Weight loss,Coughing,Fever,Diarrhea
Dog,Mixed Breed,6.4,10.5,Chronic illness,Fever,Anorexia,Lethargy,Vomiting,Swelling of neck
cat,Scottish Fold,1.9,4.8,Previous heart condition,Nosebleeds,Lound breathing,inflamed nostrils,Sneezing,Nasal discharge
cat,Bengal,6.1,5.6,Parasite history,Fever,Anorexia,Weakness,Anorexia,Pain
cat,Sphynx,12.1,4.0,Parasite history,Fever,Ataxia,Aggressiveness,Depression,Obscure Lameness
cat,Bengal,10.4,5.7,Allergies,Diarrhea,Diarrhea,Lethargy,Weight loss,Vomiting
Dog,Labrador Retriever,3.0,45.0,Allergies,Lethargy,Swelling  in the bite area,Fever,Limp,Pain
cat,Maine Coon,11.7,6.4,Skin conditions history,Pnemonia,Loss of  appetite,Eye disharge,Lameness,Arthritis
cat,Siamese,15.5,6.0,Parasite history,Ring shaped Lesion,Round patches,Dry skin,Size of lesions vary,Pain
cat,British Shorthair,6.3,4.7,Parasite history,sweating,dry or tacky gums,reduced appetite,lying down,dull ness
cat,Ragdoll,12.6,5.2,Vaccinated,Fever,Vomiting,Sneezing,Vomiting,Lethargy
cat,Sphynx,3.3,7.3,Skin conditions history,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains
cat,Bengal,2.3,4.9,Recent surgery,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains
Dog,Labrador Retriever,2.2,36.6,No previous conditions,Fever,Swollen and painfull,Exhaustion,Skin ulcer,Chills
cat,Maine Coon,4.3,6.5,Skin conditions history,Anorexia,Sneezing,Coughing,swelling problem,Sneezing
cat,Ragdoll,18.0,5.3,Not vaccinated,Weakness,pain ,Lethargy,Lethargy,Pain
Dog,Beagle,7.8,22.2,Not vaccinated,Anorexia,Weight gain,Anorexia,Fever,Diarrhea
Dog,Boxer,15.0,28.8,Recent surgery,Anorexia,Diarrhea,Fever,Regurgitation of food,Vomiting
Dog,Bulldog,10.3,27.3,Parasite history,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness
Dog,Yorkshire Terrier,0.5,3.0,Skin conditions history,Diarrhea,Hardness,Diarrhea,Fever,Attack
cat,Mixed Breed,15.7,7.3,Recent surgery,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia
Dog,Labrador Retriever,7.1,39.6,Recent surgery,Weakness,Fever,Viability,Fever,Lethargy
Dog,Bulldog,1.7,27.0,Skin conditions history,Fever,Pox lession on skin,Skin reashes,Nasal discharge,Mortality varies
cat,Mixed Breed,9.9,7.2,Previous kidney disease,Weakness,Lethargy,Difficult in respiration,Sneezing,Sneezing
Dog,German Shepherd,5.6,25.4,Dental issues,Abortion on late pregancy,Sneezing,Weight loss,Weakness,Lethargy
Dog,Boxer,10.1,20.3,Dental issues,Pyrexia,Oral lesion,Swelling,Lameness,Death
Dog,Bulldog,2.2,25.7,Vaccinated,Coughing,outstretched neck,Isolation from flock,Forthy eye,hot udder
Dog,Boxer,4.7,21.5,Skin conditions history,Pain,Fever,difficulty diagnosis,Lethargy,Lethargy
Dog,Mixed Breed,9.4,27.3,Parasite history,Diarrhea,Flat ribs,Fever,Clubbed Feather,Lethargy
Dog,Golden Retriever,13.3,35.7,Not vaccinated,Sneezing,Wasting,Weight loss,Continuous loss of weight,Bleeding from the nose
Dog,German Shepherd,8.9,27.0,Skin conditions history,Fever,Nasal discharge,Respiratory distress,Pox lesion,Pain
cat,Sphynx,3.7,6.9,Allergies,Reduce growth,Edema in lower jaw,Anemia,Weight loss,Fever
cat,Ragdoll,0.5,8.1,Not vaccinated,Weight loss,Sneezing,Diarrhea,Weight loss,Anorexia
Dog,Mixed Breed,1.0,32.8,Previous heart condition,Pain,Diarrhea,Fever,Diarrhea,Lethargy
Dog,Bulldog,6.7,18.2,Chronic illness,Lethargy,Diarrhea,Weight loss,Weakness,Weight loss
cat,Mixed Breed,13.0,7.2,Chronic illness,Lethargy,Grunting,Small and yellow bumps,Exessive Urination,Weight loss
Dog,Golden Retriever,14.5,37.8,Dental issues,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy
cat,Sphynx,16.0,3.5,Previous kidney disease,depression,swollen lymph nodes,muscular stiffness,fever,nasal discharge
Dog,Bulldog,3.5,17.5,Recent surgery,Vomiting,Diarrhea,Green Dropping,Weakness,Lethargy
cat,Sphynx,8.9,5.0,Recent surgery,Appetite varies,Pain,Sneezing,Weight loss,Fever
Dog,Yorkshire Terrier,4.9,3.0,Chronic illness,Paresis,Vomiting,Swelling of internal organs,Hair tining,Vomiting
Dog,Poodle,11.5,7.5,Previous heart condition,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye
Dog,German Shepherd,9.2,33.0,Previous heart condition,Weakness,Diarrhea,Weakness,Sneezing,Weakness
cat,Mixed Breed,18.0,4.6,Parasite history,Prostrat,Diarrhea,Weakness,Anorexia,Diarrhea
Dog,Rottweiler,10.7,33.6,Vaccinated,Fever,Animal become lame,Prostrat,Painfull Swalling,Lameness
cat,Persian,5.7,7.0,Recent surgery,Eye disharge,Clubbed Feather,Diarrhea,Loss of powder down,Sharp Feather
Dog,Boxer,7.9,25.4,Parasite history,Pain,Weakness,listlessness,Diarrhea,Diarrhea
Dog,Bulldog,11.7,22.1,Not vaccinated,Bloody droping,Fever,Abdominal discomfort,Lethargy,Diarrhea
Dog,Rottweiler,13.5,44.6,Skin conditions history,Loss of appetite,Swelling,Nasal Discharge,Blindness,Lethargy
cat,British Shorthair,14.7,7.5,Previous kidney disease,Partial Paralysis,Pain,Fever,Pain,Pain
cat,Siamese,9.5,4.2,Previous kidney disease,Anorexia,stop drinking,Weight loss,Weakness,Sneezing
cat,Ragdoll,10.3,8.0,Not vaccinated,Fever,Fever,Lying down,Pain,Weakness
Dog,Boxer,5.5,21.9,Chronic illness,Weakness,Anorexia,Fever,Diarrhea,Fever
cat,Bengal,2.1,2.5,Previous heart condition,Fever,Rhinorrhea,Coughing,Sneezing,Nasal Discharge
cat,Ragdoll,16.1,5.4,Vaccinated,Lethargy,Dullness,Lethargy,Coughing,Lethargy
Dog,Golden Retriever,7.7,25.8,Parasite history,Fever,Uncharacteristic hiding,Depression,Dehydration,Stopped eat
cat,Bengal,4.4,5.3,Dental issues,Cell Damage,Death,Weight loss,Behaviour change,Pruritis
Dog,Boxer,2.5,26.3,Recent surgery,decreased stool production,distended stomach,restless movement,heavy breathing,weakness
Dog,Golden Retriever,3.7,35.9,No previous conditions,Weight loss,Loss of pigment,Pain,Coughing,Anorexia
cat,Ragdoll,15.5,6.2,Parasite history,Weakness,Lethargy,Weakness,Sneezing,Diarrhea
Dog,Bulldog,8.7,20.7,Dental issues,Aggressiveness,Vomiting,Lethargy,Lethargy,Diarrhea
cat,Scottish Fold,9.8,6.5,Allergies,Pain,Fever,Slim over the shell,Horny growth,Sneezing
Dog,German Shepherd,1.6,28.6,Not vaccinated,Fever,Diarrhea,Vomiting,Blood from mouth,Shock
cat,Bengal,18.0,5.5,Dental issues,Fever,Body stiffness,Lethargy,Severe inflammation,Pain
Dog,Labrador Retriever,5.9,39.7,Previous kidney disease,Greenish-yellow nasal discharge,Lack of pigmentation,Vomiting,Lethargy,Pain on face
Dog,German Shepherd,6.4,33.1,Chronic illness,Fever,Gastritis,Sneezing,Weight loss,Weight loss
Dog,Rottweiler,6.6,36.8,Parasite history,Fever,Nose picking,Weight loss,Coughing,Anorexia
Dog,Bulldog,3.1,16.9,Allergies,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death
Dog,Poodle,9.3,6.0,Dental issues,Sneezing,Weight loss,Muscular Spasms,Weakness,Vomiting
Dog,Bulldog,11.0,16.2,Previous heart condition,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters
Dog,Rottweiler,5.5,41.3,Allergies,Weight loss,Sneezing,Sneezing,Weight loss,Fever
Dog,Poodle,1.8,6.0,No previous conditions,Vomiting,Lepatomegaly,Shaking oh head,Splenomegaly,Swollen
cat,Bengal,14.5,5.9,Previous heart condition,Red Tinge,Slim over the shell,Bad smell,Easily damage shell,Flaking of the Scutes
Dog,Labrador Retriever,7.0,23.0,Previous heart condition,weakness,Blindness,Tear produce,Aversion to light,Bluish white opacity
Dog,Bulldog,1.1,25.8,Not vaccinated,Sneezing,Weight loss,Pnemonia,Pain,Weakness
cat,Mixed Breed,2.0,5.9,Allergies,Weight loss,Anorexia,Fever,Succumb,Spread of infection
Dog,Labrador Retriever,7.9,28.5,No previous conditions,Anorexia,Sneezing,Weightloss,Pain,Fever
cat,Maine Coon,5.7,8.5,Previous kidney disease,Muscle Loss,Wasting,Skeleten pain,Fever,Weight loss
Dog,Labrador Retriever,10.3,35.2,Previous kidney disease,Diarrhea,Sneezing,Sneezing,Pain,Weakness
cat,Mixed Breed,15.1,6.7,Chronic illness,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia
Dog,Rottweiler,8.9,33.2,Vaccinated,Coughing,Vomiting,Vomiting,Weight loss,Sneezing
cat,Bengal,11.2,5.9,Skin conditions history,Fever,Ulcer,Scabs,Discharge from eye,Pains
cat,Ragdoll,4.0,6.0,Allergies,Pain,Sneezing,Weight loss,Scaly skin,Weakness
cat,Scottish Fold,9.6,5.0,Chronic illness,Lethargy,Lethargy,Fever,Anorexia,Lethargy
cat,Persian,11.8,6.9,Chronic illness,Diarrhea,Coughing,Diarrhea,Sneezing,Vomiting
Dog,Bulldog,8.0,24.1,Not vaccinated,Fever,Diarrhea,Enteritis,Weight loss,Stomach  cramps
cat,Mixed Breed,13.0,4.9,Recent surgery,Animal gets uneasy,Difficulty in breathing,Difficult in respiration,Excessive production,Stamping And pedding of hind eye
Dog,Poodle,3.3,4.6,Previous heart condition,Diarrhea,Pain,Coughing,Lethargy,Coughing
cat,Scottish Fold,7.5,2.7,Chronic illness,Pain,Fever,Sneezing,Diarrhea,Blister
Dog,Poodle,8.3,6.0,Previous kidney disease,Sneezing,Fever,Sneezing,Anorexia,Sneezing
cat,Scottish Fold,17.0,4.4,Vaccinated,Coughing,Sneezing,Weight loss,Lethargy,Sneezing
cat,Siamese,15.5,4.5,Vaccinated,Cell Damage,Behaviour change,Weight loss,Pruritis,Death
cat,Maine Coon,10.9,7.4,Parasite history,Pain,Diarrhea,Snoring,Diarrhea,Paralyzed leg
Dog,Poodle,9.5,3.5,Parasite history,Upset stomach,Coughing,Anaemia,Diarrhea,Weight loss
cat,Persian,9.3,6.1,Not vaccinated,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic
cat,Ragdoll,14.7,6.5,Recent surgery,Weight loss,Weight loss,Pain,Anorexia,Coughing
Dog,Yorkshire Terrier,9.9,8.0,No previous conditions,Anorexia,Fever,Fever,Coughing,Weakness
Dog,Boxer,10.1,24.0,No previous conditions,Weakness,Vomiting,Lethargy,Weight loss,Anorexia
Dog,Rottweiler,6.7,45.0,Chronic illness,Fever,Weight loss,Anorexia,Sneezing,Pain
cat,Maine Coon,3.9,5.7,Allergies,head tilt,lathargy,lathargy,urine dribbling,inability to rise
cat,Mixed Breed,10.6,4.6,Allergies,Vomiting,Very cold skin,Coughing,Lethargy,Difficulty in Walk
cat,Scottish Fold,7.4,3.6,Previous heart condition,Foul Breath,Weakness,Diarrhea,Vomiting,Anorexia
Dog,Mixed Breed,4.6,12.9,Allergies,Excitability,Nervousness,loss of appetite,Hyper sensitivity,Weakness
Dog,Boxer,10.8,26.6,Parasite history,Weakness,Anorexia,Weight loss,Coughing,Pox lesion
Dog,Golden Retriever,4.9,39.6,Vaccinated,White mark on the muscle,Loss of vitamin E,Stiffness,Weakness,Trembling
Dog,Bulldog,1.3,28.0,No previous conditions,Coughing,Pain,Pain,Pustulses,Pain
Dog,German Shepherd,5.2,40.2,Not vaccinated,Red skin,Loss of appetite,Moist,Lameness,Pains
cat,Mixed Breed,2.4,4.8,Previous heart condition,Anorexia,Lethargy,Sneezing,Fever,Weight loss
cat,Persian,7.1,3.7,Skin conditions history,Dizzines,Anemia,Vomiting,Head ache,Nausea
cat,Ragdoll,6.6,5.5,Not vaccinated,wasting,stumbling,listlessness,drooling,drooping ears
cat,Sphynx,7.4,6.8,Not vaccinated,Gastritis,morbidity,Bloody,Mortality,Anemia
Dog,Rottweiler,4.6,35.5,Recent surgery,Pain,Hydrophobia,Anorexia,Bad breath,Relunctance to walk
Dog,Mixed Breed,2.0,4.8,Dental issues,Asymptomatic,Epistaxis,Diarrhea,Death,Hemopytsis
Dog,Yorkshire Terrier,5.0,6.8,Parasite history,Vomiting,Coughing,Weight loss,Pain,Weakness
cat,Sphynx,4.4,3.8,Dental issues,Pain,Coughing,Discharge,Lethargy,Pain
Dog,Yorkshire Terrier,7.3,9.1,Skin conditions history,Obstructed Lungs,Enlarged Thymus,Skin rashes,Weight loss,Lethargy
cat,Ragdoll,2.3,6.4,Dental issues,Corneal Ulceration,Lethargy,Pain,Lack of pigmentation,Vomiting
Dog,Bulldog,3.4,24.8,Chronic illness,Fever,Diarrhea,Vomiting,Blood from mouth,Shock
Dog,Bulldog,1.3,27.2,No previous conditions,Pain,Pain,Fever,Coughing,Lethargy
Dog,Bulldog,2.5,19.9,Previous kidney disease,Fever,Diarrhea,Coughing,Lethargy,Blue Eye
Dog,Rottweiler,5.6,27.6,Skin conditions history,paresis,Diarrhea,Stomach cramps,paralysis,Weakness
Dog,Boxer,13.5,15.8,Skin conditions history,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air
cat,British Shorthair,13.2,3.2,Previous kidney disease,Diarrhea,Weakness,Vomiting,Decreased growth of bone,Coughing
cat,Ragdoll,7.8,8.7,Parasite history,Clearly unthrifty,Diarrhea,Weight loss,Good appetite,Fever
